State,Year,Pesticides
India,1995,25.0
India,1995,566.0
India,1995,9635.0
India,1995,5560.0
India,1995,3620.0
India,1995,44.0
India,1995,1.0
India,1995,37.0
India,1995,373.0
India,1995,58.0
India,1995,236.0
India,1995,30.0
India,1995,206.0
India,1995,5163.0
India,1996,56114.0
India,1996,35486.0
India,1996,7991.0
India,1996,23302.0
India,1996,1877.0
India,1996,1411.0
India,1996,219.0
India,1996,686.0
India,1996,7258.0
India,1996,621.0
India,1996,353.0
India,1996,2596.0
India,1996,114.0
India,1996,2657.0
India,1996,35.0
India,1996,882.0
India,1996,9227.0
India,1996,5018.0
India,1996,3629.0
India,1996,45.0
India,1996,5.0
India,1996,129.0
India,1996,401.0
India,1996,55.0
India,1996,259.0
India,1996,30.0
India,1996,229.0
India,1996,3829.0
India,1997,52279.0
India,1997,33419.0
India,1997,4504.0
India,1997,24950.0
India,1997,1795.0
India,1997,1623.0
India,1997,395.0
India,1997,152.0
India,1997,6992.0
India,1997,609.0
India,1997,350.0
India,1997,2644.0
India,1997,112.0
India,1997,2674.0
India,1997,41.0
India,1997,562.0
India,1997,9033.0
India,1997,4646.0
India,1997,3148.0
India,1997,540.0
India,1997,14.0
India,1997,166.0
India,1997,519.0
India,1997,65.0
India,1997,695.0
India,1997,24.0
India,1997,671.0
India,1997,2075.0
India,1998,49157.0
India,1998,30359.0
India,1998,3984.0
India,1998,22305.0
India,1998,1676.0
India,1998,1756.0
India,1998,482.0
India,1998,156.0
India,1998,7481.0
India,1998,659.0
India,1998,452.0
India,1998,2647.0
India,1998,164.0
India,1998,2662.0
India,1998,62.0
India,1998,835.0
India,1998,10302.0
India,1998,5359.0
India,1998,3525.0
India,1998,592.0
India,1998,21.0
India,1998,215.0
India,1998,590.0
India,1998,48.0
India,1998,603.0
India,1998,42.0
India,1998,561.0
India,1998,364.0
India,1999,46195.0
India,1999,28968.0
India,1999,3777.0
India,1999,20762.0
India,1999,1256.0
India,1999,1886.0
India,1999,874.0
India,1999,413.0
India,1999,7480.0
India,1999,680.0
India,1999,424.0
India,1999,2598.0
India,1999,161.0
India,1999,2685.0
India,1999,113.0
India,1999,819.0
India,1999,8281.0
India,1999,3680.0
India,1999,3029.0
India,1999,566.0
India,1999,30.0
India,1999,269.0
India,1999,707.0
India,1999,68.0
India,1999,563.0
India,1999,79.0
India,1999,484.0
India,1999,835.0
India,2000,44958.0
India,2000,27400.0
India,2000,7485.0
India,2000,8968.0
India,2000,57.0
India,2000,422.0
India,2000,626.0
India,2001,43720.0
India,2001,25831.0
India,2001,7490.0
India,2001,9655.0
India,2001,46.0
India,2001,282.0
India,2001,418.0
India,2002,42483.0
India,2002,24263.0
India,2002,7495.0
India,2002,10341.0
India,2002,34.0
India,2002,141.0
India,2002,209.0
India,2003,41245.0
India,2003,22694.0
India,2003,2655.0
India,2003,20039.0
India,2003,7500.0
India,2003,213.0
India,2003,2842.0
India,2003,4445.0
India,2003,11028.0
India,2003,5573.0
India,2003,4065.0
India,2003,859.0
India,2003,531.0
India,2003,23.0
India,2003,0.0
India,2003,0.0
India,2004,35113.0
India,2004,21489.0
India,2004,2907.0
India,2004,18582.0
India,2004,5154.0
India,2004,115.0
India,2004,2333.0
India,2004,2706.0
India,2004,8435.0
India,2004,4629.0
India,2004,3222.0
India,2004,400.0
India,2004,184.0
India,2004,35.0
India,2004,0.0
India,2004,0.0
India,2005,35342.0
India,2005,21783.0
India,2005,2242.0
India,2005,19541.0
India,2005,6959.0
India,2005,289.0
India,2005,1447.0
India,2005,5223.0
India,2005,6566.0
India,2005,2318.0
India,2005,2575.0
India,2005,603.0
India,2005,1070.0
India,2005,34.0
India,2005,0.0
India,2005,0.0
India,2006,37423.0
India,2006,16913.0
India,2006,4209.0
India,2006,12704.0
India,2006,6304.0
India,2006,82.0
India,2006,2251.0
India,2006,3971.0
India,2006,13367.0
India,2006,5907.0
India,2006,4417.0
India,2006,2167.0
India,2006,876.0
India,2006,839.0
India,2006,0.0
India,2006,0.0
India,2007,27423.0
India,2007,14618.0
India,2007,3639.0
India,2007,10979.0
India,2007,4122.0
India,2007,98.0
India,2007,1428.0
India,2007,2596.0
India,2007,8297.0
India,2007,5410.0
India,2007,1898.0
India,2007,774.0
India,2007,216.0
India,2007,43.0
India,2007,343.0
India,2007,0.0
India,2008,14485.0
India,2008,3278.0
India,2008,2841.0
India,2008,437.0
India,2008,3575.0
India,2008,81.0
India,2008,1217.0
India,2008,2276.0
India,2008,7491.0
India,2008,5061.0
India,2008,1503.0
India,2008,638.0
India,2008,289.0
India,2008,141.0
India,2008,0.0
India,2008,0.0
India,2009,28707.0
India,2009,14810.0
India,2009,3228.0
India,2009,11582.0
India,2009,4220.0
India,2009,49.0
India,2009,1215.0
India,2009,2956.0
India,2009,9627.0
India,2009,5580.0
India,2009,2640.0
India,2009,1195.0
India,2009,211.0
India,2009,50.0
India,2009,0.0
India,2009,0.0
India,2010,40094.0
India,2010,20619.0
India,2010,4485.0
India,2010,16134.0
India,2010,6335.0
India,2010,71.0
India,2010,1834.0
India,2010,4430.0
India,2010,13055.0
India,2010,6298.0
India,2010,4198.0
India,2010,1992.0
India,2010,567.0
India,2010,84.0
India,2010,0.0
India,2010,0.0
India,2011,40094.0
India,2011,20619.0
India,2011,6335.0
India,2011,13055.0
India,2011,84.0
India,2011,0.0
India,2011,0.0
India,2012,40094.0
India,2012,20619.0
India,2012,6335.0
India,2012,13055.0
India,2012,84.0
India,2012,0.0
India,2012,0.0
India,2013,40094.0
India,2013,20619.0
India,2013,6335.0
India,2013,13055.0
India,2013,84.0
India,2013,0.0
India,2013,0.0
India,2014,40094.0
India,2014,20619.0
India,2014,6335.0
India,2014,13055.0
India,2014,84.0
India,2014,0.0
India,2014,0.0
India,2015,40094.0
India,2015,20619.0
India,2015,6335.0
India,2015,13055.0
India,2015,84.0
India,2015,0.0
India,2015,0.0
India,2016,40094.0
India,2016,20619.0
India,2016,6335.0
India,2016,13055.0
India,2016,84.0
India,2016,0.0
India,2016,0.0
India,2017,40094.0
India,2017,20619.0
India,2017,6335.0
India,2017,13055.0
India,2017,84.0
India,2017,0.0
India,2017,0.0
India,2018,40094.0
India,2018,20619.0
India,2018,6335.0
India,2018,13055.0
India,2018,84.0
India,2018,0.0
India,2018,0.0
India,2019,40094.0
India,2019,20619.0
India,2019,6335.0
India,2019,13055.0
India,2019,84.0
India,2019,0.0
India,2019,0.0
India,2020,40094.0
India,2020,20619.0
India,2020,6335.0
India,2020,13055.0
India,2020,84.0
India,2020,0.0
India,2020,0.0
India,2021,40094.0
India,2021,20619.0
India,2021,6335.0
India,2021,13055.0
India,2021,84.0
India,2021,0.0
India,2021,0.0
India,2022,40094.0
India,2022,20619.0
India,2022,6335.0
India,2022,13055.0
India,2022,84.0
India,2022,0.0
India,2022,0.0
India,2023,40094.0
India,2023,20619.0
India,2023,6335.0
India,2023,13055.0
India,2023,84.0
India,2023,0.0
India,2023,0.0
